Ticket_ID,Sale_Date,Source_Station,Destination_Station,Passenger_Age,Coach_Type,Ticket_Price,Payment_Mode
004153,2024-06-02,MAS,Jaipur,63,General,391,Card
004154,2024-06-02,Mumbai,BCT,59,Sleeper,964,UPI
004155,2024-06-02,Chennai,Chennai,6,Sleeper,712,Cash
004156,2024-06-02,Gorakhpur,Jaipur,30,AC,2284,NetBanking
004157,2024-06-02,NDLS,Gorakhpur,67,Sleeper,775,NetBanking
004158,2024-06-02,HWH,Gorakhpur,21,General,348,Card
004159,2024-06-02,Mumbai,HWH,63,General,377,NetBanking
004160,2024-06-02,Mumbai,Gorakhpur,20,Sleeper,981,Card
004161,2024-06-03,SBC,Chennai,62,Sleeper,822,UPI
004162,2024-06-03,Delhi,SBC,68,AC,1758,UPI
004163,2024-06-03,Delhi,NDLS,54,Sleeper,788,NetBanking
004164,2024-06-03,Jaipur,NDLS,30,Sleeper,905,UPI
004165,2024-06-03,MAS,MAS,21,Sleeper,977,UPI
004166,2024-06-03,NDLS,BCT,50,Sleeper,942,Card
004167,2024-06-03,SBC,Gorakhpur,72,Sleeper,755,NetBanking
004168,2024-06-03,NDLS,HWH,54,AC,2211,Cash
004169,2024-06-04,NDLS,MAS,47,Sleeper,654,Cash
004170,2024-06-04,SBC,Mumbai,52,AC,2265,UPI
004171,2024-06-04,SBC,BCT,72,AC,1941,Cash
004172,2024-06-04,Gorakhpur,Chennai,23,General,372,Cash
004173,2024-06-04,BCT,NDLS,29,Sleeper,799,UPI
004174,2024-06-04,Delhi,HWH,76,Sleeper,1002,Cash
004175,2024-06-04,BCT,MAS,22,General,301,Card
004176,2024-06-04,Jaipur,Delhi,55,General,484,UPI
004177,2024-06-05,SBC,NDLS,22,Sleeper,776,UPI
004178,2024-06-05,MAS,Chennai,62,General,430,Card
004179,2024-06-05,Jaipur,BCT,68,Sleeper,1140,Card
004180,2024-06-05,SBC,SBC,75,Sleeper,900,Cash
004181,2024-06-05,BCT,Delhi,61,Sleeper,906,UPI
004182,2024-06-05,Chennai,Chennai,21,Sleeper,866,Card
004183,2024-06-05,Chennai,HWH,63,Sleeper,813,UPI
004184,2024-06-05,Delhi,Mumbai,71,Sleeper,1193,NetBanking
004185,2024-06-06,HWH,SBC,19,AC,2139,Cash
004186,2024-06-06,MAS,Chennai,30,Sleeper,1082,NetBanking
004187,2024-06-06,NDLS,MAS,52,AC,1761,Card
004188,2024-06-06,Mumbai,Mumbai,18,Sleeper,666,Cash
004189,2024-06-06,Jaipur,Chennai,13,Sleeper,1173,UPI
004190,2024-06-06,SBC,SBC,11,General,332,Cash
004191,2024-06-06,Chennai,HWH,59,General,336,NetBanking
004192,2024-06-06,HWH,NDLS,16,General,227,NetBanking
004193,2024-06-07,MAS,SBC,21,Sleeper,1111,Cash
004194,2024-06-07,MAS,SBC,77,General,410,NetBanking
004195,2024-06-07,Chennai,MAS,12,Sleeper,852,NetBanking
004196,2024-06-07,Mumbai,Jaipur,46,AC,1537,NetBanking
004197,2024-06-07,HWH,Jaipur,80,AC,1542,UPI
004198,2024-06-07,Gorakhpur,Chennai,41,Sleeper,1004,Card
004199,2024-06-07,Mumbai,HWH,24,Sleeper,645,Cash
004200,2024-06-07,BCT,Jaipur,5,Sleeper,1053,UPI
004201,2024-06-08,MAS,Mumbai,13,General,365,Card
004202,2024-06-08,HWH,HWH,28,AC,1804,UPI
004203,2024-06-08,Chennai,MAS,38,AC,2214,Card
004204,2024-06-08,MAS,Delhi,40,General,432,NetBanking
004205,2024-06-08,Mumbai,Mumbai,8,AC,1744,NetBanking
004206,2024-06-08,NDLS,Jaipur,33,Sleeper,894,Card
004207,2024-06-08,NDLS,BCT,20,Sleeper,982,Cash
004208,2024-06-08,MAS,BCT,12,Sleeper,757,Cash
004209,2024-06-09,HWH,BCT,43,AC,1904,UPI
004210,2024-06-09,HWH,SBC,62,AC,1500,Card
004211,2024-06-09,Jaipur,Delhi,16,AC,1716,Cash
004212,2024-06-09,BCT,HWH,48,Sleeper,1106,UPI
004213,2024-06-09,Jaipur,HWH,8,Sleeper,1180,NetBanking
004214,2024-06-09,Jaipur,BCT,29,Sleeper,629,UPI
004215,2024-06-09,BCT,Delhi,74,Sleeper,1119,UPI
004216,2024-06-09,Chennai,NDLS,71,General,474,Cash
004217,2024-06-10,NDLS,Mumbai,43,AC,1991,Cash
004218,2024-06-10,Chennai,Jaipur,28,Sleeper,635,UPI
004219,2024-06-10,Jaipur,MAS,10,Sleeper,910,Cash
004220,2024-06-10,HWH,BCT,76,Sleeper,643,UPI
004221,2024-06-10,BCT,Delhi,37,Sleeper,754,Card
004222,2024-06-10,Mumbai,SBC,52,Sleeper,676,NetBanking
004223,2024-06-10,SBC,HWH,71,General,277,Card
004224,2024-06-10,SBC,HWH,6,General,300,Cash
004225,2024-06-11,Delhi,SBC,42,Sleeper,1037,NetBanking
004226,2024-06-11,MAS,MAS,44,General,229,Card
004227,2024-06-11,Gorakhpur,SBC,60,Sleeper,638,Cash
004228,2024-06-11,Gorakhpur,BCT,25,Sleeper,838,UPI
004229,2024-06-11,Mumbai,NDLS,39,Sleeper,612,Card
004230,2024-06-11,Delhi,SBC,79,AC,1621,NetBanking
004231,2024-06-11,NDLS,NDLS,79,General,343,Cash
004232,2024-06-11,Mumbai,HWH,71,Sleeper,1054,Card
004233,2024-06-12,Jaipur,Chennai,64,Sleeper,967,Cash
004234,2024-06-12,Mumbai,Chennai,27,General,446,Card
004235,2024-06-12,SBC,Mumbai,69,AC,1746,Card
004236,2024-06-12,Gorakhpur,NDLS,67,Sleeper,644,Cash
004237,2024-06-12,NDLS,MAS,27,AC,2264,NetBanking
004238,2024-06-12,MAS,Delhi,46,General,490,Card
004239,2024-06-12,Jaipur,Gorakhpur,68,General,406,Cash
004240,2024-06-12,MAS,SBC,70,Sleeper,1118,NetBanking
004241,2024-06-13,SBC,Gorakhpur,45,Sleeper,841,NetBanking
004242,2024-06-13,Delhi,Jaipur,24,Sleeper,713,NetBanking
004243,2024-06-13,MAS,Chennai,13,General,475,NetBanking
004244,2024-06-13,Delhi,Jaipur,61,Sleeper,695,Card
004245,2024-06-13,Jaipur,Delhi,79,Sleeper,893,Card
004246,2024-06-13,Gorakhpur,MAS,21,General,388,Cash
004247,2024-06-13,HWH,NDLS,22,Sleeper,959,Card
004248,2024-06-13,Mumbai,SBC,67,AC,1787,UPI
004249,2024-06-14,Chennai,Jaipur,76,Sleeper,753,Card
004250,2024-06-14,NDLS,Jaipur,76,General,257,UPI
004251,2024-06-14,BCT,Jaipur,30,Sleeper,1022,NetBanking
004252,2024-06-14,BCT,MAS,76,AC,2415,UPI
004253,2024-06-14,Jaipur,SBC,76,Sleeper,649,UPI
004254,2024-06-14,Mumbai,MAS,17,Sleeper,806,Cash
004255,2024-06-14,Mumbai,Mumbai,21,AC,2063,Cash
004256,2024-06-14,Mumbai,HWH,30,Sleeper,1164,Card
004257,2024-06-15,NDLS,HWH,10,General,412,UPI
004258,2024-06-15,Gorakhpur,Jaipur,8,Sleeper,665,Cash
004259,2024-06-15,HWH,Gorakhpur,11,Sleeper,831,Cash
004260,2024-06-15,Mumbai,BCT,21,Sleeper,919,Card
004261,2024-06-15,Chennai,Mumbai,54,AC,2266,NetBanking
004262,2024-06-15,HWH,Chennai,10,General,336,UPI
004263,2024-06-15,NDLS,Delhi,34,Sleeper,1165,NetBanking
004264,2024-06-15,Mumbai,Mumbai,78,Sleeper,664,Card
004265,2024-06-16,Jaipur,HWH,60,Sleeper,1113,Cash
004266,2024-06-16,NDLS,MAS,43,Sleeper,731,Card
004267,2024-06-16,HWH,Gorakhpur,18,Sleeper,933,NetBanking
004268,2024-06-16,Delhi,NDLS,58,AC,1531,UPI
004269,2024-06-16,Delhi,NDLS,26,General,442,UPI
004270,2024-06-16,Jaipur,NDLS,61,General,391,UPI
004271,2024-06-16,MAS,Chennai,45,Sleeper,741,Card
004272,2024-06-16,BCT,Delhi,14,General,347,UPI
004273,2024-06-16,Jaipur,HWH,6,AC,2100,Cash
004274,2024-06-17,Delhi,Jaipur,71,Sleeper,1160,Cash
004275,2024-06-17,Jaipur,Gorakhpur,52,Sleeper,790,NetBanking
004276,2024-06-17,SBC,Delhi,46,Sleeper,748,Cash
004277,2024-06-17,Delhi,SBC,15,Sleeper,1198,UPI
004278,2024-06-17,Gorakhpur,HWH,78,Sleeper,1015,Cash
004279,2024-06-17,Mumbai,MAS,16,AC,2019,Cash
004280,2024-06-17,Gorakhpur,NDLS,18,Sleeper,615,UPI
004281,2024-06-17,MAS,Mumbai,34,AC,2307,Cash
004282,2024-06-18,Jaipur,SBC,64,General,305,Card
004283,2024-06-18,SBC,BCT,34,Sleeper,882,UPI
004284,2024-06-18,Delhi,Mumbai,42,AC,1603,Card
004285,2024-06-18,Mumbai,Gorakhpur,79,Sleeper,960,Cash
004286,2024-06-18,SBC,Chennai,69,Sleeper,634,NetBanking
004287,2024-06-18,SBC,HWH,51,General,312,NetBanking
004288,2024-06-18,Gorakhpur,Gorakhpur,43,Sleeper,907,UPI
004289,2024-06-18,BCT,NDLS,53,Sleeper,652,UPI
004290,2024-06-19,HWH,Delhi,77,General,280,Cash
004291,2024-06-19,BCT,Jaipur,62,Sleeper,968,Card
004292,2024-06-19,Jaipur,Delhi,21,AC,1741,UPI
004293,2024-06-19,Jaipur,Jaipur,10,Sleeper,630,UPI
004294,2024-06-19,BCT,Delhi,19,General,391,UPI
004295,2024-06-19,HWH,HWH,71,Sleeper,960,NetBanking
004296,2024-06-19,Delhi,Delhi,32,Sleeper,832,Cash
004297,2024-06-19,SBC,HWH,77,AC,2109,Card
004298,2024-06-20,SBC,Jaipur,48,AC,1533,UPI
004299,2024-06-20,BCT,Mumbai,22,Sleeper,842,UPI
004300,2024-06-20,BCT,Gorakhpur,36,Sleeper,658,Card
004301,2024-06-20,NDLS,MAS,73,AC,2270,Cash
004302,2024-06-20,HWH,HWH,48,General,216,Card
004303,2024-06-20,Gorakhpur,Delhi,74,General,277,UPI
004304,2024-06-20,SBC,Mumbai,67,Sleeper,901,UPI
004305,2024-06-20,Gorakhpur,HWH,80,General,365,Card
004306,2024-06-21,Mumbai,Chennai,62,AC,2302,NetBanking
004307,2024-06-21,Delhi,Delhi,51,Sleeper,711,UPI
004308,2024-06-21,BCT,MAS,21,Sleeper,1012,Card
004309,2024-06-21,NDLS,SBC,43,General,344,Card
004310,2024-06-21,NDLS,HWH,63,General,355,NetBanking
004311,2024-06-21,Jaipur,BCT,11,Sleeper,617,Cash
004312,2024-06-21,Mumbai,Mumbai,67,General,354,Card
004313,2024-06-21,Delhi,HWH,61,AC,2283,Cash
004314,2024-06-22,Delhi,Delhi,79,General,465,NetBanking
004315,2024-06-22,MAS,SBC,38,General,215,UPI
004316,2024-06-22,BCT,Jaipur,57,AC,1511,Cash
004317,2024-06-22,Jaipur,Chennai,70,General,274,Card
004318,2024-06-22,HWH,SBC,52,AC,1711,Cash
004319,2024-06-22,HWH,Chennai,64,Sleeper,882,Card
004320,2024-06-22,Chennai,SBC,47,Sleeper,794,NetBanking
004321,2024-06-22,Delhi,Jaipur,77,Sleeper,629,Cash
004322,2024-06-23,Gorakhpur,Delhi,8,General,208,UPI
004323,2024-06-23,Mumbai,SBC,79,Sleeper,908,Card
004324,2024-06-23,NDLS,BCT,56,Sleeper,1044,Cash
004325,2024-06-23,BCT,Jaipur,36,General,364,NetBanking
004326,2024-06-23,Mumbai,Jaipur,55,General,392,Cash
004327,2024-06-23,SBC,Delhi,14,AC,1925,Card
004328,2024-06-23,MAS,Gorakhpur,16,General,459,Card
004329,2024-06-23,NDLS,HWH,43,AC,2203,Card
004330,2024-06-24,Mumbai,HWH,72,General,278,Card
004331,2024-06-24,Mumbai,Gorakhpur,14,Sleeper,690,UPI
004332,2024-06-24,MAS,Jaipur,77,AC,1955,NetBanking
004333,2024-06-24,Mumbai,MAS,14,Sleeper,1043,UPI
004334,2024-06-24,Jaipur,BCT,27,Sleeper,678,UPI
004335,2024-06-24,NDLS,Mumbai,17,Sleeper,1074,UPI
004336,2024-06-24,SBC,Mumbai,52,AC,2426,NetBanking
004337,2024-06-24,NDLS,Delhi,48,Sleeper,702,Card
004338,2024-06-25,MAS,BCT,68,General,310,Card
004339,2024-06-25,SBC,HWH,44,Sleeper,1055,Card
004340,2024-06-25,HWH,SBC,10,Sleeper,913,UPI
004341,2024-06-25,BCT,SBC,76,Sleeper,846,Card
004342,2024-06-25,Delhi,Mumbai,47,AC,1733,UPI
004343,2024-06-25,HWH,Jaipur,36,General,281,NetBanking
004344,2024-06-25,Jaipur,HWH,53,General,331,UPI
004345,2024-06-25,NDLS,BCT,78,Sleeper,834,Card
004346,2024-06-26,SBC,Jaipur,23,Sleeper,986,Card
004347,2024-06-26,BCT,Chennai,56,General,298,Card
004348,2024-06-26,BCT,Gorakhpur,56,Sleeper,637,UPI
004349,2024-06-26,MAS,Mumbai,38,General,360,NetBanking
004350,2024-06-26,MAS,HWH,63,Sleeper,1061,NetBanking
004351,2024-06-26,MAS,Delhi,9,General,316,Cash
004352,2024-06-26,Gorakhpur,SBC,70,Sleeper,840,UPI
004353,2024-06-26,NDLS,SBC,45,Sleeper,625,Cash
004354,2024-06-27,Chennai,Jaipur,38,General,335,UPI
004355,2024-06-27,Jaipur,Chennai,58,Sleeper,1161,UPI
004356,2024-06-27,Mumbai,NDLS,24,Sleeper,897,UPI
004357,2024-06-27,Jaipur,NDLS,58,Sleeper,753,UPI
004358,2024-06-27,Delhi,HWH,70,Sleeper,1067,NetBanking
004359,2024-06-27,MAS,BCT,22,Sleeper,648,UPI
004360,2024-06-27,Delhi,BCT,48,AC,2153,NetBanking
004361,2024-06-27,Jaipur,BCT,52,AC,1545,UPI
004362,2024-06-28,Gorakhpur,MAS,39,Sleeper,884,Card
004363,2024-06-28,Delhi,NDLS,43,General,467,Cash
004364,2024-06-28,NDLS,Jaipur,7,Sleeper,681,Card
004365,2024-06-28,SBC,Mumbai,23,Sleeper,643,NetBanking
004366,2024-06-28,Chennai,SBC,22,Sleeper,872,UPI
004367,2024-06-28,Chennai,SBC,9,AC,1893,UPI
004368,2024-06-28,Jaipur,Mumbai,59,Sleeper,1194,Card
004369,2024-06-28,Mumbai,SBC,17,AC,1557,Cash
004370,2024-06-29,MAS,Chennai,38,AC,2064,UPI
004371,2024-06-29,Jaipur,NDLS,22,Sleeper,600,NetBanking
004372,2024-06-29,Delhi,NDLS,72,Sleeper,815,Cash
004373,2024-06-29,Gorakhpur,MAS,76,AC,1816,Cash
004374,2024-06-29,SBC,Chennai,47,Sleeper,827,Cash
004375,2024-06-29,Chennai,HWH,69,Sleeper,1072,Cash
004376,2024-06-29,HWH,NDLS,45,Sleeper,1083,UPI
004377,2024-06-29,Chennai,Mumbai,42,Sleeper,886,Cash
004378,2024-06-30,SBC,Mumbai,42,General,265,Cash
004379,2024-06-30,NDLS,Mumbai,17,AC,2414,NetBanking
004380,2024-06-30,Delhi,Mumbai,26,Sleeper,1057,UPI
004381,2024-06-30,BCT,BCT,33,AC,1594,Card
004382,2024-06-30,Gorakhpur,MAS,13,AC,1992,UPI
004383,2024-06-30,Mumbai,BCT,72,Sleeper,749,Card
004384,2024-06-30,HWH,Gorakhpur,21,Sleeper,622,NetBanking
004385,2024-06-30,Jaipur,HWH,41,General,443,NetBanking
004386,2024-07-01,MAS,Mumbai,68,Sleeper,814,Cash
004387,2024-07-01,MAS,Gorakhpur,71,General,330,Card
004388,2024-07-01,MAS,Chennai,8,AC,2354,Card
004389,2024-07-01,HWH,Mumbai,44,AC,1647,Cash
004390,2024-07-01,SBC,Chennai,20,AC,1880,NetBanking
004391,2024-07-01,Mumbai,Gorakhpur,15,AC,1608,NetBanking
004392,2024-07-01,Chennai,Mumbai,30,Sleeper,1151,NetBanking
004393,2024-07-01,Jaipur,NDLS,76,Sleeper,720,NetBanking
004394,2024-07-02,BCT,MAS,69,AC,1794,Cash
004395,2024-07-02,Mumbai,MAS,6,General,319,Card
004396,2024-07-02,Jaipur,SBC,49,General,217,Card
004397,2024-07-02,BCT,Chennai,47,Sleeper,768,Card
004398,2024-07-02,Gorakhpur,Jaipur,7,AC,2209,Cash
004399,2024-07-02,SBC,NDLS,38,AC,2422,Cash
004400,2024-07-02,Gorakhpur,Delhi,69,AC,2495,Card
004401,2024-07-02,SBC,Mumbai,68,AC,1642,UPI
004402,2024-07-03,Delhi,Jaipur,11,Sleeper,636,Card
004403,2024-07-03,Chennai,Chennai,39,Sleeper,860,Cash
004404,2024-07-03,NDLS,BCT,26,Sleeper,830,UPI
004405,2024-07-03,NDLS,Gorakhpur,52,General,453,Card
004406,2024-07-03,SBC,SBC,36,Sleeper,928,UPI
004407,2024-07-03,NDLS,BCT,30,General,496,Cash
004408,2024-07-03,HWH,NDLS,10,AC,2479,NetBanking
004409,2024-07-03,Jaipur,BCT,50,Sleeper,609,NetBanking
004410,2024-07-04,Mumbai,Jaipur,59,Sleeper,1045,UPI
004411,2024-07-04,Gorakhpur,Delhi,79,AC,2421,NetBanking
004412,2024-07-04,Delhi,Chennai,59,AC,2335,Card
004413,2024-07-04,Chennai,HWH,61,Sleeper,829,Card
004414,2024-07-04,Chennai,SBC,67,Sleeper,1135,Card
004415,2024-07-04,Delhi,BCT,5,Sleeper,677,NetBanking
004416,2024-07-04,MAS,Chennai,25,Sleeper,1024,Cash
004417,2024-07-04,MAS,MAS,24,Sleeper,792,UPI
004418,2024-07-05,MAS,Jaipur,77,AC,1900,UPI
004419,2024-07-05,Delhi,Delhi,33,Sleeper,708,Cash
004420,2024-07-05,NDLS,HWH,47,AC,2291,NetBanking
004421,2024-07-05,BCT,Chennai,49,AC,2422,UPI
004422,2024-07-05,Delhi,Chennai,69,General,462,UPI
004423,2024-07-05,NDLS,HWH,7,Sleeper,928,NetBanking
004424,2024-07-05,Mumbai,Mumbai,24,General,467,UPI
004425,2024-07-05,Delhi,Jaipur,41,Sleeper,940,Cash
004426,2024-07-06,Gorakhpur,SBC,42,Sleeper,858,NetBanking
004427,2024-07-06,NDLS,Jaipur,78,Sleeper,934,Cash
004428,2024-07-06,Chennai,Mumbai,49,AC,1584,Cash
004429,2024-07-06,SBC,Gorakhpur,46,AC,2021,NetBanking
004430,2024-07-06,SBC,Jaipur,50,General,488,Card
004431,2024-07-06,Delhi,HWH,64,Sleeper,1170,Card
004432,2024-07-06,Gorakhpur,Delhi,17,Sleeper,907,Cash
004433,2024-07-06,Gorakhpur,Jaipur,35,Sleeper,861,NetBanking
004434,2024-07-07,SBC,BCT,72,General,484,UPI
004435,2024-07-07,NDLS,Delhi,66,AC,2130,NetBanking
004436,2024-07-07,Mumbai,SBC,53,Sleeper,1051,Card
004437,2024-07-07,Delhi,HWH,22,Sleeper,850,UPI
004438,2024-07-07,Mumbai,Gorakhpur,79,General,428,Card
004439,2024-07-07,MAS,MAS,57,General,389,UPI
004440,2024-07-07,BCT,Delhi,22,Sleeper,1195,Cash
004441,2024-07-07,HWH,Mumbai,55,General,496,UPI
004442,2024-07-08,MAS,Delhi,45,General,414,Card
004443,2024-07-08,Jaipur,MAS,71,Sleeper,836,NetBanking
004444,2024-07-08,Chennai,Jaipur,69,Sleeper,816,Cash
004445,2024-07-08,HWH,BCT,10,Sleeper,845,Card
004446,2024-07-08,Chennai,Mumbai,78,General,236,NetBanking
004447,2024-07-08,Delhi,MAS,41,AC,2075,Card
004448,2024-07-08,MAS,MAS,16,General,418,UPI
004449,2024-07-08,Gorakhpur,BCT,6,Sleeper,941,Card
004450,2024-07-09,SBC,SBC,57,General,233,NetBanking
004451,2024-07-09,SBC,Delhi,29,Sleeper,638,NetBanking
004452,2024-07-09,Mumbai,Jaipur,32,Sleeper,1178,Card
004453,2024-07-09,HWH,Delhi,49,General,408,UPI
004454,2024-07-09,Jaipur,HWH,41,General,351,UPI
004455,2024-07-09,MAS,Mumbai,21,General,398,Cash
004456,2024-07-09,SBC,Gorakhpur,73,AC,2100,NetBanking
004457,2024-07-09,NDLS,HWH,60,Sleeper,678,NetBanking
004458,2024-07-10,Gorakhpur,MAS,62,AC,1976,Card
004459,2024-07-10,Chennai,Gorakhpur,8,Sleeper,1033,Card
004460,2024-07-10,Delhi,Chennai,59,Sleeper,631,UPI
004461,2024-07-10,Mumbai,Delhi,53,Sleeper,686,UPI
004462,2024-07-10,HWH,MAS,42,Sleeper,1150,UPI
004463,2024-07-10,BCT,BCT,49,General,300,Cash
004464,2024-07-10,SBC,Jaipur,34,AC,1743,Cash
004465,2024-07-10,Mumbai,Chennai,41,Sleeper,831,NetBanking
004466,2024-07-11,NDLS,NDLS,60,Sleeper,1179,UPI
004467,2024-07-11,NDLS,Mumbai,31,AC,1691,Card
004468,2024-07-11,Jaipur,Chennai,36,AC,2415,Card
004469,2024-07-11,HWH,HWH,15,General,227,Card
004470,2024-07-11,Jaipur,Jaipur,62,General,469,Card
004471,2024-07-11,HWH,MAS,39,General,425,Cash
004472,2024-07-11,SBC,Jaipur,21,General,276,NetBanking
004473,2024-07-11,MAS,MAS,34,Sleeper,766,UPI
004474,2024-07-12,Delhi,BCT,22,Sleeper,883,Card
004475,2024-07-12,Chennai,Jaipur,34,Sleeper,688,UPI
004476,2024-07-12,Chennai,SBC,20,Sleeper,1143,UPI
004477,2024-07-12,MAS,HWH,79,Sleeper,755,Cash
004478,2024-07-12,NDLS,NDLS,58,Sleeper,849,NetBanking
004479,2024-07-12,Gorakhpur,BCT,8,Sleeper,694,UPI
004480,2024-07-12,Delhi,Gorakhpur,19,Sleeper,616,Card
004481,2024-07-12,SBC,NDLS,80,AC,1616,Card
004482,2024-07-13,MAS,BCT,31,Sleeper,932,NetBanking
004483,2024-07-13,Delhi,Jaipur,8,Sleeper,1121,Card
004484,2024-07-13,Chennai,Gorakhpur,39,Sleeper,679,UPI
004485,2024-07-13,Delhi,NDLS,67,Sleeper,1031,Card
004486,2024-07-13,HWH,Gorakhpur,70,General,402,UPI
004487,2024-07-13,Mumbai,Chennai,43,AC,1615,Card
004488,2024-07-13,HWH,BCT,32,Sleeper,819,UPI
004489,2024-07-13,MAS,MAS,38,General,452,UPI
004490,2024-07-14,SBC,Gorakhpur,37,Sleeper,768,UPI
004491,2024-07-14,BCT,NDLS,54,Sleeper,915,UPI
004492,2024-07-14,Jaipur,Delhi,64,Sleeper,971,UPI
004493,2024-07-14,Jaipur,SBC,76,Sleeper,1182,Cash
004494,2024-07-14,BCT,Delhi,76,General,355,Card
004495,2024-07-14,Delhi,Chennai,46,General,301,Card
004496,2024-07-14,BCT,NDLS,32,Sleeper,612,Card
004497,2024-07-14,Jaipur,HWH,79,Sleeper,1107,UPI
004498,2024-07-15,NDLS,Mumbai,31,AC,1964,Card
004499,2024-07-15,Chennai,Chennai,5,Sleeper,819,Cash
004500,2024-07-15,Jaipur,MAS,12,Sleeper,614,UPI
004501,2024-07-15,Jaipur,Jaipur,50,Sleeper,716,Cash
004502,2024-07-15,NDLS,Mumbai,28,Sleeper,930,Cash
004503,2024-07-15,Jaipur,Gorakhpur,44,Sleeper,655,Cash
004504,2024-07-15,Delhi,BCT,55,AC,1850,UPI
004505,2024-07-15,NDLS,NDLS,28,Sleeper,731,Card
004506,2024-07-16,Chennai,NDLS,26,Sleeper,825,NetBanking
004507,2024-07-16,SBC,HWH,78,General,421,UPI
004508,2024-07-16,HWH,Jaipur,72,AC,1672,NetBanking
004509,2024-07-16,SBC,BCT,12,Sleeper,939,Cash
004510,2024-07-16,NDLS,MAS,62,General,484,Cash
004511,2024-07-16,NDLS,Chennai,19,AC,2005,UPI
004512,2024-07-16,MAS,SBC,12,Sleeper,756,UPI
004513,2024-07-16,Mumbai,SBC,46,AC,1650,UPI
004514,2024-07-17,Mumbai,Delhi,43,Sleeper,777,UPI
004515,2024-07-17,NDLS,SBC,39,Sleeper,1132,Card
004516,2024-07-17,HWH,SBC,45,Sleeper,711,Cash
004517,2024-07-17,MAS,Gorakhpur,52,Sleeper,737,NetBanking
004518,2024-07-17,BCT,Delhi,75,General,432,Cash
004519,2024-07-17,Gorakhpur,Jaipur,48,AC,1831,Card
004520,2024-07-17,HWH,BCT,39,AC,2041,NetBanking
004521,2024-07-17,NDLS,NDLS,31,General,360,Cash
004522,2024-07-18,NDLS,NDLS,69,Sleeper,1001,Cash
004523,2024-07-18,HWH,MAS,74,General,277,Cash
004524,2024-07-18,Delhi,BCT,70,Sleeper,877,Card
004525,2024-07-18,MAS,Delhi,75,General,220,Cash
004526,2024-07-18,NDLS,Mumbai,76,Sleeper,1096,Card
004527,2024-07-18,Gorakhpur,Jaipur,67,General,342,Cash
004528,2024-07-18,BCT,Jaipur,33,General,235,Cash
004529,2024-07-18,SBC,Chennai,35,Sleeper,902,UPI
004530,2024-07-19,Chennai,MAS,68,AC,1937,Cash
004531,2024-07-19,Gorakhpur,BCT,57,Sleeper,631,UPI
004532,2024-07-19,Chennai,NDLS,78,AC,1685,Cash
004533,2024-07-19,Jaipur,Gorakhpur,72,Sleeper,773,NetBanking
004534,2024-07-19,Delhi,Jaipur,29,Sleeper,1165,NetBanking
004535,2024-07-19,Gorakhpur,HWH,17,Sleeper,849,UPI
004536,2024-07-19,Mumbai,Delhi,44,Sleeper,878,UPI
004537,2024-07-19,Delhi,SBC,76,Sleeper,601,Cash
004538,2024-07-20,Mumbai,SBC,11,Sleeper,793,Card
004539,2024-07-20,BCT,BCT,36,AC,1665,Cash
004540,2024-07-20,BCT,Mumbai,28,AC,2258,NetBanking
004541,2024-07-20,BCT,MAS,5,AC,2424,NetBanking
004542,2024-07-20,Delhi,Jaipur,51,Sleeper,709,NetBanking
004543,2024-07-20,BCT,NDLS,55,Sleeper,979,UPI
004544,2024-07-20,HWH,BCT,40,Sleeper,1182,Card
004545,2024-07-20,Chennai,Mumbai,31,Sleeper,884,NetBanking
004546,2024-07-21,Chennai,Gorakhpur,74,General,312,Cash
004547,2024-07-21,MAS,Jaipur,46,AC,1727,NetBanking
004548,2024-07-21,Mumbai,BCT,80,Sleeper,1070,UPI
004549,2024-07-21,Chennai,Gorakhpur,72,Sleeper,1127,Cash
004550,2024-07-21,NDLS,MAS,74,General,230,NetBanking
004551,2024-07-21,Chennai,Jaipur,17,General,361,Card
004552,2024-07-21,NDLS,BCT,29,AC,2317,Cash
004553,2024-07-21,MAS,MAS,26,AC,2204,NetBanking
004554,2024-07-22,Jaipur,SBC,25,General,409,NetBanking
004555,2024-07-22,Delhi,MAS,19,Sleeper,977,NetBanking
004556,2024-07-22,Gorakhpur,HWH,71,Sleeper,1045,UPI
004557,2024-07-22,Jaipur,Delhi,41,Sleeper,1026,Card
004558,2024-07-22,MAS,NDLS,49,Sleeper,1103,UPI
004559,2024-07-22,Chennai,Chennai,30,General,214,NetBanking
004560,2024-07-22,Chennai,SBC,59,General,408,UPI
004561,2024-07-22,Mumbai,Chennai,54,General,371,UPI
004562,2024-07-23,Delhi,Jaipur,39,Sleeper,1131,Cash
004563,2024-07-23,MAS,MAS,45,General,269,Card
004564,2024-07-23,BCT,MAS,76,AC,2019,NetBanking
004565,2024-07-23,Gorakhpur,SBC,15,Sleeper,633,Card
004566,2024-07-23,Jaipur,SBC,12,General,423,Card
004567,2024-07-23,HWH,Delhi,58,Sleeper,1089,Card
004568,2024-07-23,HWH,SBC,5,Sleeper,1022,Cash
004569,2024-07-23,HWH,SBC,24,AC,1967,UPI
004570,2024-07-24,MAS,Chennai,38,General,223,Card
004571,2024-07-24,BCT,Delhi,61,Sleeper,815,UPI
004572,2024-07-24,SBC,BCT,17,Sleeper,654,Card
004573,2024-07-24,HWH,MAS,58,Sleeper,625,Cash
004574,2024-07-24,Jaipur,MAS,57,General,480,Cash
004575,2024-07-24,SBC,SBC,56,General,491,Card
